gvkey,fqtr,fyearq,datadate,fdateq,atq,ltq,isin,sedol,conm,sector
16538,1,2017,31/03/2017,16/08/2017,179261,126035,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,4,2017,31/12/2017,14/03/2018,188378,127106,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,1,2018,31/03/2018,08/08/2018,185924,120689,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,4,2018,31/12/2018,13/03/2019,190294,126355,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,1,2019,31/03/2019,07/08/2019,206396,143827,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,4,2019,31/12/2019,11/03/2020,214516,151740,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,1,2020,31/03/2020,12/08/2020,194932,145557,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,4,2020,31/12/2020,09/03/2021,204574,131313,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,1,2021,31/03/2021,11/08/2021,205668,135781,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,4,2021,31/12/2021,08/03/2022,196627,124378,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,1,2022,31/03/2022,10/08/2022,187195,118753,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,4,2022,31/12/2022,07/03/2023,180914,117030,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
16538,1,2023,31/03/2023,09/08/2023,181178,116682,HK0293001514,6179755,CATHAY PACIFIC AIRWAYS LTD,Industrials
103409,1,2017,31/03/2017,16/08/2017,5424.426,2892.503,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,4,2017,31/12/2017,13/03/2018,5598.477,2857.759,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,1,2018,31/03/2018,15/08/2018,5873.597,2966.872,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,4,2018,31/12/2018,06/03/2019,6348.862,3291.521,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,1,2019,31/03/2019,14/08/2019,7296.025,4115.465,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,4,2019,31/12/2019,04/03/2020,7698.051,4303.74,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,1,2020,31/03/2020,12/08/2020,8695.49,5108.388,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,4,2020,31/12/2020,03/03/2021,9390.402,5487.495,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,1,2021,31/03/2021,11/08/2021,12267.109,8001.533,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,4,2021,31/12/2021,02/03/2022,13007.545,8285.027,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,1,2022,31/03/2022,10/08/2022,13518.11,8469.025,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,4,2022,31/12/2022,01/03/2023,13315.598,8110.117,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
103409,1,2023,31/03/2023,09/08/2023,13430.217,7736.474,HK0669013440,B0190C7,TECHTRONIC INDUSTRIES CO LTD,Industrials
105198,1,2017,31/03/2017,29/08/2017,7155425,6413396,HK0267001375,6196152,CITIC LTD,Industrials
105198,4,2017,31/12/2017,28/03/2018,7520739,6727098,HK0267001375,6196152,CITIC LTD,Industrials
105198,1,2018,31/03/2018,29/08/2018,7628950,6814272,HK0267001375,6196152,CITIC LTD,Industrials
105198,4,2018,31/12/2018,29/03/2019,7660713,6850053,HK0267001375,6196152,CITIC LTD,Industrials
105198,1,2019,31/03/2019,29/08/2019,8006388,7167580,HK0267001375,6196152,CITIC LTD,Industrials
105198,4,2019,31/12/2019,31/03/2020,8289924,7395433,HK0267001375,6196152,CITIC LTD,Industrials
105198,1,2020,31/03/2020,27/08/2020,8477252,7582696,HK0267001375,6196152,CITIC LTD,Industrials
105198,4,2020,31/12/2020,30/03/2021,9740828,8732186,HK0267001375,6196152,CITIC LTD,Industrials
105198,1,2021,31/03/2021,25/08/2021,10230358,9121462,HK0267001375,6196152,CITIC LTD,Industrials
105198,4,2021,31/12/2021,31/03/2022,10685521,9519931,HK0267001375,6196152,CITIC LTD,Industrials
105198,1,2022,31/03/2022,30/08/2022,12084138,10681513,HK0267001375,6196152,CITIC LTD,Industrials
105198,4,2022,31/12/2022,31/03/2023,11794199,10414131,HK0267001375,6196152,CITIC LTD,Industrials
105198,1,2023,31/03/2023,24/08/2023,10976305,9700131,HK0267001375,6196152,CITIC LTD,Industrials
200687,1,2017,31/03/2017,31/08/2017,8833.342,6302.388,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,4,2017,31/12/2017,28/03/2018,9282.516,6480.423,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,1,2018,31/03/2018,30/08/2018,9647.27,6674.448,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,4,2018,31/12/2018,28/03/2019,9036.286,6081.007,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,1,2019,31/03/2019,29/08/2019,8915.965,5843.351,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,4,2019,31/12/2019,31/03/2020,8939.578,5828.613,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,1,2020,31/03/2020,31/08/2020,8788.136,5652.621,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,4,2020,31/12/2020,31/03/2021,9752.553,6160.988,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,1,2021,31/03/2021,31/08/2021,10121.533,6285.545,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,4,2021,31/12/2021,31/03/2022,10920.534,6925.255,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,1,2022,31/03/2022,31/08/2022,11146.73,7196.887,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,4,2022,31/12/2022,31/03/2023,12167.226,8057.43,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200687,1,2023,31/03/2023,30/08/2023,11682.518,7573.571,HK0154000803,6435639,BEIJING ENTERPRISES ENVIRON,Industrials
200995,1,2017,31/03/2017,10/08/2017,2688.684,1498.931,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,4,2017,31/12/2017,08/03/2018,2770.659,1478.52,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,1,2018,31/03/2018,28/08/2018,2942.842,1511.489,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,4,2018,31/12/2018,28/03/2019,2731.693,1331.408,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,1,2019,31/03/2019,27/08/2019,2771.447,1378.537,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,4,2019,31/12/2019,30/03/2020,2603.889,1217.448,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,1,2020,31/03/2020,27/08/2020,2576.857,1221.761,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,4,2020,31/12/2020,30/03/2021,2834.678,1334.695,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,1,2021,31/03/2021,26/08/2021,3022.503,1467.522,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,4,2021,31/12/2021,30/03/2022,2967.885,1327.361,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,1,2022,31/03/2022,26/08/2022,2754.831,1174.75,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,4,2022,31/12/2022,30/03/2023,2625.45,1087.054,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
200995,1,2023,31/03/2023,24/08/2023,2598.581,1099.862,HK0118000667,6226394,COSMOS MACHINERY ENTS LTD,Industrials
201218,1,2017,31/03/2017,15/08/2017,61964.49,36417.105,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,4,2017,31/12/2017,04/03/2018,73123.192,44479.654,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,1,2018,31/03/2018,07/08/2018,82066.784,50370.217,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,4,2018,31/12/2018,12/03/2019,95121.637,54426.298,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,1,2019,31/03/2019,14/08/2019,105313.513,62003.357,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,4,2019,31/12/2019,18/03/2020,119351.503,74624.924,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,1,2020,31/03/2020,13/08/2020,130696.187,84064.944,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,4,2020,31/12/2020,10/03/2021,158187.11,102642.506,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,1,2021,31/03/2021,12/08/2021,184513.441,123203.409,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,4,2021,31/12/2021,15/03/2022,200235.628,135893.406,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,1,2022,31/03/2022,17/08/2022,200011.797,133938.191,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,4,2022,31/12/2022,30/03/2023,190597.798,127998.905,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201218,1,2023,31/03/2023,29/08/2023,189423.15,123482.416,HK0257001336,6630940,CHINA EVERBRIGHT ENVIRONMENT,Industrials
201234,1,2017,31/03/2017,15/08/2017,4946.145,2136.448,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,4,2017,31/12/2017,15/02/2018,5240.895,2168.738,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,1,2018,31/03/2018,15/08/2018,5941.074,2558.918,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,4,2018,31/12/2018,15/02/2019,6062.383,2416.401,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,1,2019,31/03/2019,15/08/2019,5903.946,2349.162,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,4,2019,31/12/2019,15/02/2020,5195.291,1825.502,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,1,2020,31/03/2020,15/08/2020,5235.46,1863.31,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,4,2020,31/12/2020,15/02/2021,8481.698,2542.65,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,1,2021,31/03/2021,15/08/2021,8222.056,2494.658,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,4,2021,31/12/2021,15/02/2022,3159.962,745.882,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,1,2022,31/03/2022,27/09/2022,2330.956,42.061,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,4,2022,31/12/2022,27/04/2023,2240.063,48.926,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
201234,1,2023,31/03/2023,30/08/2023,2238.368,61.99,HK0235034623,B14VKP0,CSC HOLDINGS LIMITED,Industrials
202781,1,2017,31/03/2017,30/08/2017,3206.426,1294.408,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,4,2017,31/12/2017,16/03/2018,3291.748,1253.89,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,1,2018,31/03/2018,30/08/2018,3042.061,966.59,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,4,2018,31/12/2018,22/03/2019,3094.278,987.658,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,1,2019,31/03/2019,30/08/2019,3317.047,1222.252,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,4,2019,31/12/2019,17/03/2020,3444.488,1342.084,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,1,2020,31/03/2020,26/08/2020,3145.453,1238.034,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,4,2020,31/12/2020,15/03/2021,3109.526,1131.842,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,1,2021,31/03/2021,18/08/2021,3788.849,1089.086,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,4,2021,31/12/2021,15/03/2022,4522.211,1040.718,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,1,2022,31/03/2022,25/08/2022,4967.867,1279.406,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,4,2022,31/12/2022,17/03/2023,4435.349,1116.225,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
202781,1,2023,31/03/2023,29/08/2023,4144.586,1014.822,HK0137031065,B095BB3,JINHUI HLDGS CO LTD,Industrials
203143,1,2017,31/03/2017,18/08/2017,1386.788,766.128,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,4,2017,31/12/2017,28/03/2018,1329.455,827.636,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,1,2018,31/03/2018,23/08/2018,1297.022,876.399,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,4,2018,31/12/2018,29/03/2019,281.24,1162.231,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,1,2019,31/03/2019,27/08/2019,271.583,1180.008,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,4,2019,31/12/2019,27/03/2020,190.757,47.749,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,1,2020,31/03/2020,27/08/2020,165.712,44.113,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,4,2020,31/12/2020,26/03/2021,157.776,45.062,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,1,2021,31/03/2021,26/08/2021,123.172,44.266,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,4,2021,31/12/2021,25/03/2022,82.311,34.101,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,1,2022,31/03/2022,22/08/2022,71.538,33.244,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,4,2022,31/12/2022,28/03/2023,60.171,40.726,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203143,1,2023,31/03/2023,24/08/2023,52.699,11.115,HK0000643319,BMW14L3,CCIAM FUTURE ENERGY LIMITED,Industrials
203278,1,2017,31/03/2017,18/08/2017,1715.385,1854,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,4,2017,31/12/2017,25/03/2018,1768.174,1960.196,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,1,2018,31/03/2018,17/08/2018,1933.093,2033.34,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,4,2018,31/12/2018,29/03/2019,1869.156,2056.55,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,1,2019,31/03/2019,23/08/2019,1840.17,2075.201,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,4,2019,31/12/2019,28/02/2020,236.452,297.418,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,1,2020,31/03/2020,07/08/2020,215.735,316.688,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,4,2020,31/12/2020,25/03/2021,280.217,34.113,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,1,2021,31/03/2021,20/08/2021,277.258,46.071,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,4,2021,31/12/2021,18/03/2022,254.683,56.294,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,1,2022,31/03/2022,19/08/2022,229.058,64.712,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,4,2022,31/12/2022,17/03/2023,207.696,70.123,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203278,1,2023,31/03/2023,04/08/2023,208.417,26.717,HK0000527306,BJXL4G6,ASIA ENERGY LOGISTICS GROUP,Industrials
203380,1,2017,31/03/2017,24/08/2017,4363.55,1287.786,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,4,2017,31/12/2017,28/03/2018,4464.758,1161.471,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,1,2018,31/03/2018,23/08/2018,4531.049,1148.795,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,4,2018,31/12/2018,27/03/2019,4331.547,965.085,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,1,2019,31/03/2019,27/08/2019,4598.717,1193.416,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,4,2019,31/12/2019,26/03/2020,4373.93,926.843,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,1,2020,31/03/2020,26/08/2020,4589.916,1145.499,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,4,2020,31/12/2020,25/03/2021,4573.714,942.193,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,1,2021,31/03/2021,26/08/2021,4667.812,1022.893,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,4,2021,31/12/2021,22/03/2022,4697.866,1146.672,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,1,2022,31/03/2022,25/08/2022,4748.931,1242.474,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,4,2022,31/12/2022,24/03/2023,4569.78,1074.473,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
203380,1,2023,31/03/2023,23/08/2023,4574.559,1167.002,HK0560006634,6195319,CHU KONG SHIPPING DEV CO LTD,Industrials
205336,1,2017,31/03/2017,10/08/2017,3472.668,605.173,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,4,2017,31/12/2017,02/03/2018,3574.801,588.354,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,1,2018,31/03/2018,24/08/2018,3608.629,609.937,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,4,2018,31/12/2018,25/02/2019,3590.303,693.159,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,1,2019,31/03/2019,23/08/2019,3557.938,572.878,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,4,2019,31/12/2019,25/02/2020,3600.661,686.445,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,1,2020,31/03/2020,25/08/2020,3586.492,798.486,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,4,2020,31/12/2020,28/02/2021,3906.747,921.478,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,1,2021,31/03/2021,20/08/2021,5802.705,2797.616,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,4,2021,31/12/2021,04/03/2022,8167.806,5026.104,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,1,2022,31/03/2022,26/08/2022,8146.804,5155.139,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,4,2022,31/12/2022,08/03/2023,10009.735,7074.485,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205336,1,2023,31/03/2023,28/08/2023,10862.876,8081.645,HK0217012357,6097062,CHINA CHENGTONG DEVELOPMENT,Industrials
205613,1,2017,31/03/2017,29/08/2017,158888.135,93199.044,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,4,2017,31/12/2017,28/03/2018,171329.815,100376.583,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,1,2018,31/03/2018,29/08/2018,171205.134,99283.398,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,4,2018,31/12/2018,28/03/2019,167419.445,97916.477,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,1,2019,31/03/2019,29/08/2019,172212.406,100640.827,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,4,2019,31/12/2019,31/03/2020,174942.29,102137.73,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,1,2020,31/03/2020,28/08/2020,170464.589,97484.354,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,4,2020,31/12/2020,30/03/2021,194882.37,112814.987,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,1,2021,31/03/2021,31/08/2021,210759.478,125683.127,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,4,2021,31/12/2021,30/03/2022,207710.535,126352.834,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,1,2022,31/03/2022,30/08/2022,195263.463,116886.265,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,4,2022,31/12/2022,30/03/2023,193933.752,117139.841,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
205613,1,2023,31/03/2023,30/08/2023,178339.13,104159.502,HK0363006039,6810010,SHANGHAI INDUSTRIAL HLDGS,Industrials
208798,1,2017,31/03/2017,14/11/2017,6205.669,2315.197,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
208798,4,2017,31/12/2017,29/03/2018,31181.703,25210.37,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
208798,1,2018,31/03/2018,22/08/2018,30478.804,25070.13,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
208798,4,2018,31/12/2018,27/03/2019,25811.56,20496.609,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
208798,1,2019,31/03/2019,29/09/2019,26544.404,21572.787,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
208798,4,2019,31/12/2019,30/03/2020,24020.577,19399.586,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
208798,1,2020,31/03/2020,31/08/2020,21872.72,17667.261,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
208798,4,2020,31/12/2020,31/03/2021,24915.974,20417.616,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
208798,1,2021,31/03/2021,27/08/2021,25617.778,21006.176,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
208798,4,2021,31/12/2021,28/03/2022,24934.882,20211.573,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
208798,1,2022,31/03/2022,29/08/2022,26415.883,21617.516,HK0521001989,6773210,CWT INTERNATIONAL LTD,Industrials
221708,1,2017,31/03/2017,28/08/2017,1318.833,722.83,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2017,31/12/2017,28/03/2018,1634.455,1013.862,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2018,31/03/2018,21/08/2018,1761.635,1147.698,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2018,31/12/2018,26/03/2019,1399.983,704.204,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2019,31/03/2019,21/08/2019,1468.534,840.705,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2019,31/12/2019,26/03/2020,673.412,110.705,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2020,31/03/2020,27/08/2020,640.753,129.69,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2020,31/12/2020,26/03/2021,657.349,123.663,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2021,31/03/2021,26/08/2021,866.497,255.664,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2021,31/12/2021,29/03/2022,994.002,260.757,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2022,31/03/2022,24/08/2022,904.533,244.983,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2022,31/12/2022,15/03/2023,812.253,153.376,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2023,31/03/2023,17/08/2023,793.533,133.527,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
243011,1,2017,31/03/2017,10/08/2017,262491,109796,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2017,31/12/2017,08/03/2018,263768,97342,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2018,31/03/2018,09/08/2018,262814,94396,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2018,31/12/2018,07/03/2019,274687,94068,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2019,31/03/2019,08/08/2019,282716,102192,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2019,31/12/2019,05/03/2020,289214,102416,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2020,31/03/2020,06/08/2020,287615,107594,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2020,31/12/2020,11/03/2021,290574,113593,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2021,31/03/2021,12/08/2021,295563,121891,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2021,31/12/2021,10/03/2022,292082,112045,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2022,31/03/2022,11/08/2022,292294,114366,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2022,31/12/2022,09/03/2023,327081,147169,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2023,31/03/2023,10/08/2023,341726,164065,HK0066009694,6290054,MTR CORP LTD,Industrials
274587,1,2017,31/03/2017,22/08/2017,540.849,202.733,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,4,2017,31/12/2017,23/03/2018,561.924,207.514,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,1,2018,31/03/2018,27/08/2018,535.768,204.882,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
